HCPCS_Cd,RBCS_ID,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Assignment_Eff_Dt
J0598,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2010,12/31/9999,01/01/2014
J0599,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2019,12/31/9999,01/01/2017
J0600,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J0606,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2018,12/31/9999,01/01/2014
J0610,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J0620,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J0630,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J0636,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2003,12/31/9999,01/01/2014
J0637,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2003,12/31/9999,01/01/2014
J0638,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2011,12/31/9999,01/01/2014
J0640,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/1982,12/31/9999,01/01/2014
J0641,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2009,12/31/9999,01/01/2014
J0642,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2019,12/31/9999,01/01/2015
J0670,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J0690,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J0691,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2020,12/31/9999,01/01/2016
J0692,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2014
J0693,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2021,09/30/2021,01/01/2017
J0694,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1992,12/31/9999,01/01/2014
J0695,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2015
J0696,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1990,12/31/9999,01/01/2014
J0697,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1990,12/31/9999,01/01/2014
J0698,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1991,12/31/9999,01/01/2014
J0699,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2021,12/31/9999,01/01/2017
J0702,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1995,12/31/9999,01/01/2014
J0706,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2014
J0710,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2015
J0712,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2012,12/31/9999,01/01/2014
J0713,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1996,12/31/9999,01/01/2014
J0714,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
J0715,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1995,12/31/9999,01/01/2014
J0716,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2013,12/31/9999,01/01/2014
J0717,RI024N,R,Treatment,RI,"Injections and Infusions (nononcologic)",024,"Injection - Tumor Necrosis Factor Blocker",N,01/01/2014,12/31/9999,01/01/2014
J0720,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J0725,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J0735,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1998,12/31/9999,01/01/2014
J0740,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1998,12/31/9999,01/01/2014
J0741,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2021,12/31/9999,01/01/2017
J0742,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2020,12/31/9999,01/01/2016
J0743,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1993,12/31/9999,01/01/2014
J0744,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2014
J0745,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2015
J0760,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/2016,01/01/2014
J0770,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J0775,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2011,12/31/9999,01/01/2014
J0791,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,07/01/2020,12/31/9999,01/01/2016
J0795,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2006,12/31/9999,01/01/2014
J0800,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J0833,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2010,12/31/2018,01/01/2014
J0834,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2010,12/31/9999,01/01/2014
J0840,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2012,12/31/9999,01/01/2014
J0841,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2019,12/31/9999,01/01/2015
J0850,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/1982,12/31/9999,01/01/2016
J0850,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J0875,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
J0878,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2005,12/31/9999,01/01/2014
J0879,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,04/01/2022,12/31/9999,01/01/2017
J0881,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,01/01/2006,12/31/9999,01/01/2014
J0883,RI030N,R,Treatment,RI,"Injections and Infusions (nononcologic)",030,"Injection - Anticoagulant",N,01/01/2017,12/31/9999,01/01/2014
J0885,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,01/01/2006,12/31/9999,01/01/2014
J0888,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,01/01/2015,12/31/9999,01/01/2014
J0895,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1992,12/31/9999,01/01/2014
J0896,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,07/01/2020,12/31/9999,01/01/2016
J0897,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2012,12/31/9999,01/01/2014
J0900,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/2014,01/01/2014
J0945,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1000,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1020,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1030,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1040,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1050,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2013,12/31/9999,01/01/2014
J1070,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/2014,01/01/2014
J1071,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2015,12/31/9999,01/01/2014
J1080,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/2014,01/01/2014
J1094,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2003,12/31/9999,01/01/2014
J1095,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2019,12/31/9999,01/01/2015
J1096,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2019,12/31/9999,01/01/2015
J1097,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2019,12/31/9999,01/01/2015
J1100,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1110,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1120,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/1982,12/31/9999,01/01/2014
J1130,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2017,12/31/9999,01/01/2014
J1160,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1162,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2006,12/31/9999,01/01/2014
J1165,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1170,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1180,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2015
J1190,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1997,12/31/9999,01/01/2014
J1200,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1201,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2020,12/31/9999,01/01/2016
J1205,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1212,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J1230,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1240,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1984,12/31/9999,01/01/2014
J1245,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1993,12/31/9999,01/01/2014
J1250,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1996,12/31/9999,01/01/2014
J1260,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1999,12/31/9999,01/01/2014
J1265,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2006,12/31/9999,01/01/2014
J1267,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2009,12/31/9999,01/01/2014
J1270,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2014
J1290,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2011,12/31/9999,01/01/2014
J1300,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2008,12/31/9999,01/01/2014
J1301,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2019,12/31/9999,01/01/2015
J1302,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2022,12/31/9999,01/01/2017
J1303,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,10/01/2019,12/31/9999,01/01/2015
J1305,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,10/01/2021,12/31/9999,01/01/2017
J1306,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2022,12/31/9999,01/01/2017
J1320,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2015
J1322,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2015,12/31/9999,01/01/2014
J1324,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2007,12/31/9999,01/01/2015
J1325,RI026N,R,Treatment,RI,"Injections and Infusions (nononcologic)",026,"Injection - Vasodilator",N,01/01/1998,12/31/9999,01/01/2014
J1327,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2000,12/31/9999,01/01/2014
J1330,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J1335,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2004,12/31/9999,01/01/2014
J1364,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1995,12/31/9999,01/01/2014
J1380,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1410,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1426,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2021,12/31/9999,01/01/2017
J1427,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,04/01/2021,12/31/9999,01/01/2017
J1428,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2018,12/31/9999,01/01/2014
J1429,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2020,12/31/9999,01/01/2017
J1430,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2006,12/31/9999,01/01/2014
J1435,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2015
J1436,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1990,12/31/9999,01/01/2015
J1437,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2020,12/31/9999,01/01/2016
J1438,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2000,12/31/9999,01/01/2014
J1439,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2015,12/31/9999,01/01/2016
J1439,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,01/01/2015,12/31/9999,01/01/2014
J1442,RI006N,R,Treatment,RI,"Injections and Infusions (nononcologic)",006,"Injection - Colony Stimulating Factors",N,01/01/2014,12/31/9999,01/01/2014
J1443,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2015
J1444,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2019,12/31/9999,01/01/2015
J1446,RI006N,R,Treatment,RI,"Injections and Infusions (nononcologic)",006,"Injection - Colony Stimulating Factors",N,01/01/2014,12/31/2015,01/01/2014
J1447,RI006N,R,Treatment,RI,"Injections and Infusions (nononcologic)",006,"Injection - Colony Stimulating Factors",N,01/01/2016,12/31/9999,01/01/2014
J1448,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,10/01/2021,12/31/9999,01/01/2017
J1450,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2000,12/31/9999,01/01/2014
J1451,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2006,12/31/9999,01/01/2014
J1452,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2001,12/31/9999,01/01/2015
J1452,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2001,12/31/9999,01/01/2017
J1455,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1993,12/31/9999,01/01/2014
J1457,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2005,12/31/9999,01/01/2014
J1458,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2007,12/31/9999,01/01/2014
J1459,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2009,12/31/9999,01/01/2014
J1460,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/1984,12/31/9999,01/01/2014
J1551,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2022,12/31/9999,01/01/2017
J1554,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,04/01/2021,12/31/9999,01/01/2017
J1555,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2018,12/31/9999,01/01/2014
J1556,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2014,12/31/9999,01/01/2014
J1557,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2012,12/31/9999,01/01/2014
J1558,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,07/01/2020,12/31/9999,01/01/2016
J1559,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2011,12/31/9999,01/01/2014
J1560,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/1984,12/31/9999,01/01/2014
J1561,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2008,12/31/9999,01/01/2014
J1562,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2007,12/31/9999,01/01/2014
J1566,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2006,12/31/9999,01/01/2014
J1568,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2008,12/31/9999,01/01/2014
J1569,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2008,12/31/9999,01/01/2014
J1570,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1994,12/31/9999,01/01/2014
J1571,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2008,12/31/9999,01/01/2014
J1572,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2008,12/31/9999,01/01/2014
J1573,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2008,12/31/9999,01/01/2014
J1575,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2016,12/31/9999,01/01/2014
J1580,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1984,12/31/9999,01/01/2014
J1590,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/2016,01/01/2015
J1595,RI019N,R,Treatment,RI,"Injections and Infusions (nononcologic)",019,"Injection - Immunomodulator",N,01/01/2004,12/31/9999,01/01/2014
J1599,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/2011,12/31/9999,01/01/2014
J1600,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1602,RI024N,R,Treatment,RI,"Injections and Infusions (nononcologic)",024,"Injection - Tumor Necrosis Factor Blocker",N,01/01/2014,12/31/9999,01/01/2014
J1610,RI024N,R,Treatment,RI,"Injections and Infusions (nononcologic)",024,"Injection - Tumor Necrosis Factor Blocker",N,01/01/1986,12/31/9999,01/01/2014
J1620,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2015
J1628,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2019,12/31/9999,01/01/2015
J1630,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J1631,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1989,12/31/9999,01/01/2014
J1632,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2020,12/31/9999,01/01/2017
J1640,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2006,12/31/9999,01/01/2014
J1642,RI030N,R,Treatment,RI,"Injections and Infusions (nononcologic)",030,"Injection - Anticoagulant",N,01/01/1995,12/31/9999,01/01/2014
J1644,RI030N,R,Treatment,RI,"Injections and Infusions (nononcologic)",030,"Injection - Anticoagulant",N,01/01/1995,12/31/9999,01/01/2014
J1645,RI030N,R,Treatment,RI,"Injections and Infusions (nononcologic)",030,"Injection - Anticoagulant",N,01/01/1997,12/31/9999,01/01/2014
J1650,RI030N,R,Treatment,RI,"Injections and Infusions (nononcologic)",030,"Injection - Anticoagulant",N,01/01/1996,12/31/9999,01/01/2014
J1652,RI030N,R,Treatment,RI,"Injections and Infusions (nononcologic)",030,"Injection - Anticoagulant",N,01/01/2003,12/31/9999,01/01/2014
J1655,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2015
J1670,RI008N,R,Treatment,RI,"Injections and Infusions (nononcologic)",008,"Injection - Immune Globulin",N,01/01/1986,12/31/9999,01/01/2014
J1700,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2015
J1710,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1720,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J1725,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2012,12/31/2017,01/01/2014
J1726,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2018,12/31/9999,01/01/2014
J1729,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2018,12/31/9999,01/01/2014
J1730,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2015
J1738,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2020,12/31/9999,01/01/2016
J1740,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2007,12/31/9999,01/01/2014
J1741,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2013,12/31/9999,01/01/2014
J1742,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1998,12/31/9999,01/01/2014
J1743,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2008,12/31/9999,01/01/2014
